<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDCB;D;20140821;000000;36.2240000;36.2240000;36.2240000;36.2240000;0
USDCB;D;20140822;000000;36.3317000;36.3317000;36.3317000;36.3317000;0
USDCB;D;20140823;000000;36.0027000;36.0027000;36.0027000;36.0027000;0
USDCB;D;20140826;000000;36.1201000;36.1201000;36.1201000;36.1201000;0
USDCB;D;20140827;000000;36.1358000;36.1358000;36.1358000;36.1358000;0
USDCB;D;20140828;000000;36.1397000;36.1397000;36.1397000;36.1397000;0
USDCB;D;20140829;000000;36.3053000;36.3053000;36.3053000;36.3053000;0
USDCB;D;20140830;000000;36.9316000;36.9316000;36.9316000;36.9316000;0
USDCB;D;20140902;000000;37.2945000;37.2945000;37.2945000;37.2945000;0
USDCB;D;20140903;000000;37.3480000;37.3480000;37.3480000;37.3480000;0
USDCB;D;20140904;000000;37.3183000;37.3183000;37.3183000;37.3183000;0
USDCB;D;20140905;000000;36.8038000;36.8038000;36.8038000;36.8038000;0
USDCB;D;20140906;000000;36.9219000;36.9219000;36.9219000;36.9219000;0
USDCB;D;20140909;000000;37.0866000;37.0866000;37.0866000;37.0866000;0
USDCB;D;20140910;000000;37.0261000;37.0261000;37.0261000;37.0261000;0
USDCB;D;20140911;000000;37.1693000;37.1693000;37.1693000;37.1693000;0
USDCB;D;20140912;000000;37.3758000;37.3758000;37.3758000;37.3758000;0
USDCB;D;20140913;000000;37.6545000;37.6545000;37.6545000;37.6545000;0
USDCB;D;20140916;000000;37.9861000;37.9861000;37.9861000;37.9861000;0
USDCB;D;20140917;000000;38.7058000;38.7058000;38.7058000;38.7058000;0
USDCB;D;20140918;000000;38.3724000;38.3724000;38.3724000;38.3724000;0
USDCB;D;20140919;000000;38.4209000;38.4209000;38.4209000;38.4209000;0
USDCB;D;20140920;000000;38.4134000;38.4134000;38.4134000;38.4134000;0
USDCB;D;20140923;000000;38.5782000;38.5782000;38.5782000;38.5782000;0
USDCB;D;20140924;000000;38.6672000;38.6672000;38.6672000;38.6672000;0
USDCB;D;20140925;000000;38.3830000;38.3830000;38.3830000;38.3830000;0
USDCB;D;20140926;000000;38.3007000;38.3007000;38.3007000;38.3007000;0
USDCB;D;20140927;000000;38.7243000;38.7243000;38.7243000;38.7243000;0
USDCB;D;20140930;000000;39.3866000;39.3866000;39.3866000;39.3866000;0
USDCB;D;20141001;000000;39.3836000;39.3836000;39.3836000;39.3836000;0
USDCB;D;20141002;000000;39.6604000;39.6604000;39.6604000;39.6604000;0
USDCB;D;20141003;000000;39.5474000;39.5474000;39.5474000;39.5474000;0
USDCB;D;20141004;000000;39.6980000;39.6980000;39.6980000;39.6980000;0
USDCB;D;20141007;000000;39.9820000;39.9820000;39.9820000;39.9820000;0
USDCB;D;20141008;000000;39.7417000;39.7417000;39.7417000;39.7417000;0
USDCB;D;20141009;000000;39.9819000;39.9819000;39.9819000;39.9819000;0
USDCB;D;20141010;000000;39.9800000;39.9800000;39.9800000;39.9800000;0
USDCB;D;20141011;000000;40.2125000;40.2125000;40.2125000;40.2125000;0
USDCB;D;20141014;000000;40.3251000;40.3251000;40.3251000;40.3251000;0
USDCB;D;20141015;000000;40.5304000;40.5304000;40.5304000;40.5304000;0
USDCB;D;20141016;000000;40.9416000;40.9416000;40.9416000;40.9416000;0
USDCB;D;20141017;000000;40.7457000;40.7457000;40.7457000;40.7457000;0
USDCB;D;20141018;000000;41.0450000;41.0450000;41.0450000;41.0450000;0
USDCB;D;20141021;000000;40.8815000;40.8815000;40.8815000;40.8815000;0
USDCB;D;20141022;000000;41.0501000;41.0501000;41.0501000;41.0501000;0
USDCB;D;20141023;000000;40.9671000;40.9671000;40.9671000;40.9671000;0
USDCB;D;20141024;000000;41.4958000;41.4958000;41.4958000;41.4958000;0
USDCB;D;20141025;000000;41.8101000;41.8101000;41.8101000;41.8101000;0
USDCB;D;20141028;000000;41.9497000;41.9497000;41.9497000;41.9497000;0
USDCB;D;20141029;000000;42.3934000;42.3934000;42.3934000;42.3934000;0
USDCB;D;20141030;000000;42.6525000;42.6525000;42.6525000;42.6525000;0
USDCB;D;20141031;000000;43.3943000;43.3943000;43.3943000;43.3943000;0
USDCB;D;20141101;000000;41.9627000;41.9627000;41.9627000;41.9627000;0
USDCB;D;20141106;000000;44.3993000;44.3993000;44.3993000;44.3993000;0
USDCB;D;20141107;000000;45.1854000;45.1854000;45.1854000;45.1854000;0
USDCB;D;20141108;000000;47.8774000;47.8774000;47.8774000;47.8774000;0
USDCB;D;20141111;000000;45.8926000;45.8926000;45.8926000;45.8926000;0
USDCB;D;20141112;000000;45.9520000;45.9520000;45.9520000;45.9520000;0
USDCB;D;20141113;000000;46.3379000;46.3379000;46.3379000;46.3379000;0
USDCB;D;20141114;000000;46.1233000;46.1233000;46.1233000;46.1233000;0
USDCB;D;20141115;000000;47.3920000;47.3920000;47.3920000;47.3920000;0
USDCB;D;20141118;000000;47.3329000;47.3329000;47.3329000;47.3329000;0
USDCB;D;20141119;000000;46.9797000;46.9797000;46.9797000;46.9797000;0
USDCB;D;20141120;000000;47.0294000;47.0294000;47.0294000;47.0294000;0
USDCB;D;20141121;000000;46.7047000;46.7047000;46.7047000;46.7047000;0
USDCB;D;20141122;000000;45.7926000;45.7926000;45.7926000;45.7926000;0
USDCB;D;20141125;000000;44.7852000;44.7852000;44.7852000;44.7852000;0
USDCB;D;20141126;000000;44.9758000;44.9758000;44.9758000;44.9758000;0
USDCB;D;20141127;000000;46.4244000;46.4244000;46.4244000;46.4244000;0
USDCB;D;20141128;000000;47.6629000;47.6629000;47.6629000;47.6629000;0
USDCB;D;20141129;000000;49.3220000;49.3220000;49.3220000;49.3220000;0
USDCB;D;20141202;000000;51.8068000;51.8068000;51.8068000;51.8068000;0
USDCB;D;20141203;000000;50.7678000;50.7678000;50.7678000;50.7678000;0
USDCB;D;20141204;000000;54.3821000;54.3821000;54.3821000;54.3821000;0
USDCB;D;20141205;000000;52.6932000;52.6932000;52.6932000;52.6932000;0
USDCB;D;20141206;000000;53.1088000;53.1088000;53.1088000;53.1088000;0
USDCB;D;20141209;000000;53.3079000;53.3079000;53.3079000;53.3079000;0
USDCB;D;20141210;000000;54.2116000;54.2116000;54.2116000;54.2116000;0
USDCB;D;20141211;000000;54.2758000;54.2758000;54.2758000;54.2758000;0
USDCB;D;20141212;000000;54.7932000;54.7932000;54.7932000;54.7932000;0
USDCB;D;20141213;000000;56.8919000;56.8919000;56.8919000;56.8919000;0
USDCB;D;20141216;000000;58.3461000;58.3461000;58.3461000;58.3461000;0
USDCB;D;20141217;000000;61.1512000;61.1512000;61.1512000;61.1512000;0
USDCB;D;20141218;000000;67.7851000;67.7851000;67.7851000;67.7851000;0
USDCB;D;20141219;000000;59.6029000;59.6029000;59.6029000;59.6029000;0
USDCB;D;20141220;000000;60.6825000;60.6825000;60.6825000;60.6825000;0
USDCB;D;20141223;000000;56.4940000;56.4940000;56.4940000;56.4940000;0
USDCB;D;20141224;000000;54.5687000;54.5687000;54.5687000;54.5687000;0
USDCB;D;20141225;000000;54.4913000;54.4913000;54.4913000;54.4913000;0
USDCB;D;20141226;000000;52.6159000;52.6159000;52.6159000;52.6159000;0
USDCB;D;20141227;000000;52.0343000;52.0343000;52.0343000;52.0343000;0
USDCB;D;20141230;000000;56.6801000;56.6801000;56.6801000;56.6801000;0
USDCB;D;20141231;000000;56.2584000;56.2584000;56.2584000;56.2584000;0
USDCB;D;20150101;000000;56.2376000;56.2376000;56.2376000;56.2376000;0
USDCB;D;20150113;000000;62.7363000;62.7363000;62.7363000;62.7363000;0
USDCB;D;20150114;000000;64.8425000;64.8425000;64.8425000;64.8425000;0
USDCB;D;20150115;000000;66.0983000;66.0983000;66.0983000;66.0983000;0
USDCB;D;20150116;000000;64.8337000;64.8337000;64.8337000;64.8337000;0
USDCB;D;20150117;000000;65.1738000;65.1738000;65.1738000;65.1738000;0
USDCB;D;20150120;000000;64.9732000;64.9732000;64.9732000;64.9732000;0
USDCB;D;20150121;000000;64.9862000;64.9862000;64.9862000;64.9862000;0
USDCB;D;20150122;000000;65.5558000;65.5558000;65.5558000;65.5558000;0
USDCB;D;20150123;000000;65.4000000;65.4000000;65.4000000;65.4000000;0
USDCB;D;20150124;000000;63.3930000;63.3930000;63.3930000;63.3930000;0
USDCB;D;20150127;000000;65.5937000;65.5937000;65.5937000;65.5937000;0
USDCB;D;20150128;000000;67.8153000;67.8153000;67.8153000;67.8153000;0
USDCB;D;20150129;000000;67.1506000;67.1506000;67.1506000;67.1506000;0
USDCB;D;20150130;000000;68.7303000;68.7303000;68.7303000;68.7303000;0
USDCB;D;20150131;000000;68.9291000;68.9291000;68.9291000;68.9291000;0
USDCB;D;20150203;000000;69.6640000;69.6640000;69.6640000;69.6640000;0
USDCB;D;20150204;000000;67.7727000;67.7727000;67.7727000;67.7727000;0
USDCB;D;20150205;000000;65.4470000;65.4470000;65.4470000;65.4470000;0
USDCB;D;20150206;000000;68.6113000;68.6113000;68.6113000;68.6113000;0
USDCB;D;20150207;000000;66.0432000;66.0432000;66.0432000;66.0432000;0
USDCB;D;20150210;000000;65.7817000;65.7817000;65.7817000;65.7817000;0
USDCB;D;20150211;000000;65.4469000;65.4469000;65.4469000;65.4469000;0
USDCB;D;20150212;000000;66.0585000;66.0585000;66.0585000;66.0585000;0
USDCB;D;20150213;000000;66.0994000;66.0994000;66.0994000;66.0994000;0
USDCB;D;20150214;000000;65.0862000;65.0862000;65.0862000;65.0862000;0
USDCB;D;20150217;000000;62.6632000;62.6632000;62.6632000;62.6632000;0
USDCB;D;20150218;000000;62.8353000;62.8353000;62.8353000;62.8353000;0
USDCB;D;20150219;000000;62.4001000;62.4001000;62.4001000;62.4001000;0
USDCB;D;20150220;000000;62.1307000;62.1307000;62.1307000;62.1307000;0
USDCB;D;20150221;000000;61.7235000;61.7235000;61.7235000;61.7235000;0
USDCB;D;20150225;000000;63.5083000;63.5083000;63.5083000;63.5083000;0
USDCB;D;20150226;000000;62.5906000;62.5906000;62.5906000;62.5906000;0
USDCB;D;20150227;000000;60.7109000;60.7109000;60.7109000;60.7109000;0
USDCB;D;20150228;000000;61.2718000;61.2718000;61.2718000;61.2718000;0
USDCB;D;20150303;000000;62.2248000;62.2248000;62.2248000;62.2248000;0
USDCB;D;20150304;000000;62.3649000;62.3649000;62.3649000;62.3649000;0
USDCB;D;20150305;000000;61.8745000;61.8745000;61.8745000;61.8745000;0
USDCB;D;20150306;000000;61.8457000;61.8457000;61.8457000;61.8457000;0
USDCB;D;20150307;000000;59.9938000;59.9938000;59.9938000;59.9938000;0
USDCB;D;20150311;000000;60.6649000;60.6649000;60.6649000;60.6649000;0
USDCB;D;20150312;000000;62.6797000;62.6797000;62.6797000;62.6797000;0
USDCB;D;20150313;000000;60.9595000;60.9595000;60.9595000;60.9595000;0
USDCB;D;20150314;000000;61.3167000;61.3167000;61.3167000;61.3167000;0
USDCB;D;20150317;000000;62.1497000;62.1497000;62.1497000;62.1497000;0
USDCB;D;20150318;000000;61.7510000;61.7510000;61.7510000;61.7510000;0
USDCB;D;20150319;000000;61.3483000;61.3483000;61.3483000;61.3483000;0
USDCB;D;20150320;000000;59.8308000;59.8308000;59.8308000;59.8308000;0
USDCB;D;20150321;000000;60.0341000;60.0341000;60.0341000;60.0341000;0
USDCB;D;20150324;000000;59.4452000;59.4452000;59.4452000;59.4452000;0
USDCB;D;20150325;000000;58.7710000;58.7710000;58.7710000;58.7710000;0
USDCB;D;20150326;000000;57.3879000;57.3879000;57.3879000;57.3879000;0
USDCB;D;20150327;000000;56.4271000;56.4271000;56.4271000;56.4271000;0
USDCB;D;20150328;000000;57.7279000;57.7279000;57.7279000;57.7279000;0
USDCB;D;20150331;000000;58.4643000;58.4643000;58.4643000;58.4643000;0
USDCB;D;20150401;000000;57.6500000;57.6500000;57.6500000;57.6500000;0
USDCB;D;20150402;000000;58.3536000;58.3536000;58.3536000;58.3536000;0
USDCB;D;20150403;000000;56.9902000;56.9902000;56.9902000;56.9902000;0
USDCB;D;20150404;000000;56.7534000;56.7534000;56.7534000;56.7534000;0
USDCB;D;20150407;000000;56.5161000;56.5161000;56.5161000;56.5161000;0
USDCB;D;20150408;000000;55.3328000;55.3328000;55.3328000;55.3328000;0
USDCB;D;20150409;000000;54.0270000;54.0270000;54.0270000;54.0270000;0
USDCB;D;20150410;000000;52.5424000;52.5424000;52.5424000;52.5424000;0
USDCB;D;20150411;000000;51.0678000;51.0678000;51.0678000;51.0678000;0
USDCB;D;20150414;000000;52.4220000;52.4220000;52.4220000;52.4220000;0
USDCB;D;20150415;000000;51.9749000;51.9749000;51.9749000;51.9749000;0
USDCB;D;20150416;000000;50.5033000;50.5033000;50.5033000;50.5033000;0
USDCB;D;20150417;000000;49.6749000;49.6749000;49.6749000;49.6749000;0
USDCB;D;20150418;000000;50.5295000;50.5295000;50.5295000;50.5295000;0
USDCB;D;20150421;000000;51.5207000;51.5207000;51.5207000;51.5207000;0
USDCB;D;20150422;000000;53.9728000;53.9728000;53.9728000;53.9728000;0
USDCB;D;20150423;000000;53.6555000;53.6555000;53.6555000;53.6555000;0
USDCB;D;20150424;000000;51.6011000;51.6011000;51.6011000;51.6011000;0
USDCB;D;20150425;000000;50.2473000;50.2473000;50.2473000;50.2473000;0
USDCB;D;20150428;000000;51.4690000;51.4690000;51.4690000;51.4690000;0
USDCB;D;20150429;000000;52.3041000;52.3041000;52.3041000;52.3041000;0
USDCB;D;20150430;000000;51.7029000;51.7029000;51.7029000;51.7029000;0
USDCB;D;20150501;000000;51.1388000;51.1388000;51.1388000;51.1388000;0
USDCB;D;20150506;000000;51.7574000;51.7574000;51.7574000;51.7574000;0
USDCB;D;20150507;000000;49.9816000;49.9816000;49.9816000;49.9816000;0
USDCB;D;20150508;000000;50.3615000;50.3615000;50.3615000;50.3615000;0
USDCB;D;20150509;000000;50.7511000;50.7511000;50.7511000;50.7511000;0
USDCB;D;20150513;000000;50.9140000;50.9140000;50.9140000;50.9140000;0
USDCB;D;20150514;000000;49.5366000;49.5366000;49.5366000;49.5366000;0
USDCB;D;20150515;000000;50.0774000;50.0774000;50.0774000;50.0774000;0
USDCB;D;20150516;000000;50.0115000;50.0115000;50.0115000;50.0115000;0
USDCB;D;20150519;000000;49.2175000;49.2175000;49.2175000;49.2175000;0
USDCB;D;20150520;000000;49.1777000;49.1777000;49.1777000;49.1777000;0
USDCB;D;20150521;000000;49.7919000;49.7919000;49.7919000;49.7919000;0
USDCB;D;20150522;000000;49.9204000;49.9204000;49.9204000;49.9204000;0
USDCB;D;20150523;000000;49.7901000;49.7901000;49.7901000;49.7901000;0
USDCB;D;20150526;000000;49.8613000;49.8613000;49.8613000;49.8613000;0
USDCB;D;20150527;000000;50.3223000;50.3223000;50.3223000;50.3223000;0
USDCB;D;20150528;000000;51.0178000;51.0178000;51.0178000;51.0178000;0
USDCB;D;20150529;000000;52.2907000;52.2907000;52.2907000;52.2907000;0
USDCB;D;20150530;000000;52.9716000;52.9716000;52.9716000;52.9716000;0
USDCB;D;20150602;000000;52.8213000;52.8213000;52.8213000;52.8213000;0
